area,measure,period,value,source
EC,unemployment,Jul-Sep 2011,26.8,https://www.statssa.gov.za/publications/P0211/QLFS%20Trends%202008-2026Q2.xlsx
EC,unemployment,Oct-Dec 2011,26.9,https://www.statssa.gov.za/publications/P0211/QLFS%20Trends%202008-2026Q2.xlsx
EC,unemployment,Jan-Mar 2012,28.0,https://www.statssa.gov.za/publications/P0211/QLFS%20Trends%202008-2026Q2.xlsx
EC,unemployment,Apr-Jun 2012,28.5,https://www.statssa.gov.za/publications/P0211/QLFS%20Trends%202008-2026Q2.xlsx
EC,unemployment,Jul-Sep 2012,28.8,https://www.statssa.gov.za/publications/P0211/QLFS%20Trends%202008-2026Q2.xlsx
EC,unemployment,Oct-Dec 2012,29.5,https://www.statssa.gov.za/publications/P0211/QLFS%20Trends%202008-2026Q2.xlsx
EC,unemployment,Jan-Mar 2013,29.8,https://www.statssa.gov.za/publications/P0211/QLFS%20Trends%202008-2026Q2.xlsx
EC,unemployment,Apr-Jun 2013,30.2,https://www.statssa.gov.za/publications/P0211/QLFS%20Trends%202008-2026Q2.xlsx
EC,unemployment,Jul-Sep 2013,30.4,https://www.statssa.gov.za/publications/P0211/QLFS%20Trends%202008-2026Q2.xlsx
EC,unemployment,Oct-Dec 2013,27.8,https://www.statssa.gov.za/publications/P0211/QLFS%20Trends%202008-2026Q2.xlsx
EC,unemployment,Jan-Mar 2014,29.4,https://www.statssa.gov.za/publications/P0211/QLFS%20Trends%202008-2026Q2.xlsx
EC,unemployment,Apr-Jun 2014,30.4,https://www.statssa.gov.za/publications/P0211/QLFS%20Trends%202008-2026Q2.xlsx
EC,unemployment,Jul-Sep 2014,29.5,https://www.statssa.gov.za/publications/P0211/QLFS%20Trends%202008-2026Q2.xlsx
EC,unemployment,Oct-Dec 2014,29.1,https://www.statssa.gov.za/publications/P0211/QLFS%20Trends%202008-2026Q2.xlsx
EC,unemployment,Jan-Mar 2015,29.6,https://www.statssa.gov.za/publications/P0211/QLFS%20Trends%202008-2026Q2.xlsx
EC,unemployment,Apr-Jun 2015,29.1,https://www.statssa.gov.za/publications/P0211/QLFS%20Trends%202008-2026Q2.xlsx
EC,unemployment,Jul-Sep 2015,29.2,https://www.statssa.gov.za/publications/P0211/QLFS%20Trends%202008-2026Q2.xlsx
EC,unemployment,Oct-Dec 2015,27.4,https://www.statssa.gov.za/publications/P0211/QLFS%20Trends%202008-2026Q2.xlsx
EC,unemployment,Jan-Mar 2016,28.6,https://www.statssa.gov.za/publications/P0211/QLFS%20Trends%202008-2026Q2.xlsx
EC,unemployment,Apr-Jun 2016,28.6,https://www.statssa.gov.za/publications/P0211/QLFS%20Trends%202008-2026Q2.xlsx
EC,unemployment,Jul-Sep 2016,28.2,https://www.statssa.gov.za/publications/P0211/QLFS%20Trends%202008-2026Q2.xlsx
EC,unemployment,Oct-Dec 2016,28.4,https://www.statssa.gov.za/publications/P0211/QLFS%20Trends%202008-2026Q2.xlsx
EC,unemployment,Jan-Mar 2017,32.2,https://www.statssa.gov.za/publications/P0211/QLFS%20Trends%202008-2026Q2.xlsx
EC,unemployment,Apr-Jun 2017,34.4,https://www.statssa.gov.za/publications/P0211/QLFS%20Trends%202008-2026Q2.xlsx
EC,unemployment,Jul-Sep 2017,35.5,https://www.statssa.gov.za/publications/P0211/QLFS%20Trends%202008-2026Q2.xlsx
EC,unemployment,Oct-Dec 2017,35.1,https://www.statssa.gov.za/publications/P0211/QLFS%20Trends%202008-2026Q2.xlsx
EC,unemployment,Jan-Mar 2018,35.6,https://www.statssa.gov.za/publications/P0211/QLFS%20Trends%202008-2026Q2.xlsx
EC,unemployment,Apr-Jun 2018,34.2,https://www.statssa.gov.za/publications/P0211/QLFS%20Trends%202008-2026Q2.xlsx
EC,unemployment,Jul-Sep 2018,35.6,https://www.statssa.gov.za/publications/P0211/QLFS%20Trends%202008-2026Q2.xlsx
EC,unemployment,Oct-Dec 2018,36.1,https://www.statssa.gov.za/publications/P0211/QLFS%20Trends%202008-2026Q2.xlsx
EC,unemployment,Jan-Mar 2019,37.4,https://www.statssa.gov.za/publications/P0211/QLFS%20Trends%202008-2026Q2.xlsx
EC,unemployment,Apr-Jun 2019,35.4,https://www.statssa.gov.za/publications/P0211/QLFS%20Trends%202008-2026Q2.xlsx
EC,unemployment,Jul-Sep 2019,36.5,https://www.statssa.gov.za/publications/P0211/QLFS%20Trends%202008-2026Q2.xlsx
EC,unemployment,Oct-Dec 2019,39.5,https://www.statssa.gov.za/publications/P0211/QLFS%20Trends%202008-2026Q2.xlsx
EC,unemployment,Jan-Mar 2020,40.5,https://www.statssa.gov.za/publications/P0211/QLFS%20Trends%202008-2026Q2.xlsx
EC,unemployment,Apr-Jun 2020,36.9,https://www.statssa.gov.za/publications/P0211/QLFS%20Trends%202008-2026Q2.xlsx
EC,unemployment,Jul-Sep 2020,45.8,https://www.statssa.gov.za/publications/P0211/QLFS%20Trends%202008-2026Q2.xlsx
EC,unemployment,Oct-Dec 2020,47.9,https://www.statssa.gov.za/publications/P0211/QLFS%20Trends%202008-2026Q2.xlsx
EC,unemployment,Jan-Mar 2021,43.8,https://www.statssa.gov.za/publications/P0211/QLFS%20Trends%202008-2026Q2.xlsx
EC,unemployment,Apr-Jun 2021,47.1,https://www.statssa.gov.za/publications/P0211/QLFS%20Trends%202008-2026Q2.xlsx
EC,unemployment,Jul-Sep 2021,47.4,https://www.statssa.gov.za/publications/P0211/QLFS%20Trends%202008-2026Q2.xlsx
EC,unemployment,Oct-Dec 2021,45.0,https://www.statssa.gov.za/publications/P0211/QLFS%20Trends%202008-2026Q2.xlsx
EC,unemployment,Jan-Mar 2022,44.0,https://www.statssa.gov.za/publications/P0211/QLFS%20Trends%202008-2026Q2.xlsx
EC,unemployment,Apr-Jun 2022,42.8,https://www.statssa.gov.za/publications/P0211/QLFS%20Trends%202008-2026Q2.xlsx
EC,unemployment,Jul-Sep 2022,42.4,https://www.statssa.gov.za/publications/P0211/QLFS%20Trends%202008-2026Q2.xlsx
EC,unemployment,Oct-Dec 2022,42.1,https://www.statssa.gov.za/publications/P0211/QLFS%20Trends%202008-2026Q2.xlsx
EC,unemployment,Jan-Mar 2023,40.0,https://www.statssa.gov.za/publications/P0211/QLFS%20Trends%202008-2026Q2.xlsx
EC,unemployment,Apr-Jun 2023,39.7,https://www.statssa.gov.za/publications/P0211/QLFS%20Trends%202008-2026Q2.xlsx
EC,unemployment,Jul-Sep 2023,38.8,https://www.statssa.gov.za/publications/P0211/QLFS%20Trends%202008-2026Q2.xlsx
EC,unemployment,Oct-Dec 2023,41.9,https://www.statssa.gov.za/publications/P0211/QLFS%20Trends%202008-2026Q2.xlsx
EC,unemployment,Jan-Mar 2024,42.4,https://www.statssa.gov.za/publications/P0211/QLFS%20Trends%202008-2026Q2.xlsx
EC,unemployment,Apr-Jun 2024,41.0,https://www.statssa.gov.za/publications/P0211/QLFS%20Trends%202008-2026Q2.xlsx
EC,unemployment,Jul-Sep 2024,37.2,https://www.statssa.gov.za/publications/P0211/QLFS%20Trends%202008-2026Q2.xlsx
EC,unemployment,Oct-Dec 2024,36.6,https://www.statssa.gov.za/publications/P0211/QLFS%20Trends%202008-2026Q2.xlsx
EC,unemployment,Jan-Mar 2025,39.3,https://www.statssa.gov.za/publications/P0211/QLFS%20Trends%202008-2026Q2.xlsx
EC,unemployment,Apr-Jun 2025,39.5,https://www.statssa.gov.za/publications/P0211/QLFS%20Trends%202008-2026Q2.xlsx
EC,unemployment,Jul-Sep 2025,41.2,https://www.statssa.gov.za/publications/P0211/QLFS%20Trends%202008-2026Q2.xlsx
EC,unemployment,Oct-Dec 2025,42.5,https://www.statssa.gov.za/publications/P0211/QLFS%20Trends%202008-2026Q2.xlsx
EC,unemployment,Jan-Mar 2026,44.6,https://www.statssa.gov.za/publications/P0211/QLFS%20Trends%202008-2026Q2.xlsx
EC,unemployment,Apr-Jun 2026,47.5,https://www.statssa.gov.za/publications/P0211/QLFS%20Trends%202008-2026Q2.xlsx
BUF,unemployment,Jan-Mar 2015,27.4,https://www.statssa.gov.za/publications/P0211/QLFS%20Trends%202008-2026Q2.xlsx
BUF,unemployment,Apr-Jun 2015,28.8,https://www.statssa.gov.za/publications/P0211/QLFS%20Trends%202008-2026Q2.xlsx
BUF,unemployment,Jul-Sep 2015,26.4,https://www.statssa.gov.za/publications/P0211/QLFS%20Trends%202008-2026Q2.xlsx
BUF,unemployment,Oct-Dec 2015,23.8,https://www.statssa.gov.za/publications/P0211/QLFS%20Trends%202008-2026Q2.xlsx
BUF,unemployment,Jan-Mar 2016,24.1,https://www.statssa.gov.za/publications/P0211/QLFS%20Trends%202008-2026Q2.xlsx
BUF,unemployment,Apr-Jun 2016,29.8,https://www.statssa.gov.za/publications/P0211/QLFS%20Trends%202008-2026Q2.xlsx
BUF,unemployment,Jul-Sep 2016,28.1,https://www.statssa.gov.za/publications/P0211/QLFS%20Trends%202008-2026Q2.xlsx
BUF,unemployment,Oct-Dec 2016,33.4,https://www.statssa.gov.za/publications/P0211/QLFS%20Trends%202008-2026Q2.xlsx
BUF,unemployment,Jan-Mar 2017,29.5,https://www.statssa.gov.za/publications/P0211/QLFS%20Trends%202008-2026Q2.xlsx
BUF,unemployment,Apr-Jun 2017,29.1,https://www.statssa.gov.za/publications/P0211/QLFS%20Trends%202008-2026Q2.xlsx
BUF,unemployment,Jul-Sep 2017,34.1,https://www.statssa.gov.za/publications/P0211/QLFS%20Trends%202008-2026Q2.xlsx
BUF,unemployment,Oct-Dec 2017,29.0,https://www.statssa.gov.za/publications/P0211/QLFS%20Trends%202008-2026Q2.xlsx
BUF,unemployment,Jan-Mar 2018,30.5,https://www.statssa.gov.za/publications/P0211/QLFS%20Trends%202008-2026Q2.xlsx
BUF,unemployment,Apr-Jun 2018,28.7,https://www.statssa.gov.za/publications/P0211/QLFS%20Trends%202008-2026Q2.xlsx
BUF,unemployment,Jul-Sep 2018,27.0,https://www.statssa.gov.za/publications/P0211/QLFS%20Trends%202008-2026Q2.xlsx
BUF,unemployment,Oct-Dec 2018,26.1,https://www.statssa.gov.za/publications/P0211/QLFS%20Trends%202008-2026Q2.xlsx
BUF,unemployment,Jan-Mar 2019,26.0,https://www.statssa.gov.za/publications/P0211/QLFS%20Trends%202008-2026Q2.xlsx
BUF,unemployment,Apr-Jun 2019,28.2,https://www.statssa.gov.za/publications/P0211/QLFS%20Trends%202008-2026Q2.xlsx
BUF,unemployment,Jul-Sep 2019,31.0,https://www.statssa.gov.za/publications/P0211/QLFS%20Trends%202008-2026Q2.xlsx
BUF,unemployment,Oct-Dec 2019,31.2,https://www.statssa.gov.za/publications/P0211/QLFS%20Trends%202008-2026Q2.xlsx
BUF,unemployment,Jan-Mar 2020,29.8,https://www.statssa.gov.za/publications/P0211/QLFS%20Trends%202008-2026Q2.xlsx
BUF,unemployment,Apr-Jun 2020,23.1,https://www.statssa.gov.za/publications/P0211/QLFS%20Trends%202008-2026Q2.xlsx
BUF,unemployment,Jul-Sep 2020,31.0,https://www.statssa.gov.za/publications/P0211/QLFS%20Trends%202008-2026Q2.xlsx
BUF,unemployment,Oct-Dec 2020,36.3,https://www.statssa.gov.za/publications/P0211/QLFS%20Trends%202008-2026Q2.xlsx
BUF,unemployment,Jan-Mar 2021,30.3,https://www.statssa.gov.za/publications/P0211/QLFS%20Trends%202008-2026Q2.xlsx
BUF,unemployment,Apr-Jun 2021,32.6,https://www.statssa.gov.za/publications/P0211/QLFS%20Trends%202008-2026Q2.xlsx
BUF,unemployment,Jul-Sep 2021,40.1,https://www.statssa.gov.za/publications/P0211/QLFS%20Trends%202008-2026Q2.xlsx
BUF,unemployment,Jan-Mar 2022,33.7,https://www.statssa.gov.za/publications/P0211/QLFS%20Trends%202008-2026Q2.xlsx
BUF,unemployment,Apr-Jun 2022,27.3,https://www.statssa.gov.za/publications/P0211/QLFS%20Trends%202008-2026Q2.xlsx
BUF,unemployment,Jul-Sep 2022,28.1,https://www.statssa.gov.za/publications/P0211/QLFS%20Trends%202008-2026Q2.xlsx
BUF,unemployment,Oct-Dec 2022,35.2,https://www.statssa.gov.za/publications/P0211/QLFS%20Trends%202008-2026Q2.xlsx
BUF,unemployment,Jan-Mar 2023,27.8,https://www.statssa.gov.za/publications/P0211/QLFS%20Trends%202008-2026Q2.xlsx
BUF,unemployment,Apr-Jun 2023,30.7,https://www.statssa.gov.za/publications/P0211/QLFS%20Trends%202008-2026Q2.xlsx
BUF,unemployment,Jul-Sep 2023,31.8,https://www.statssa.gov.za/publications/P0211/QLFS%20Trends%202008-2026Q2.xlsx
BUF,unemployment,Oct-Dec 2023,33.0,https://www.statssa.gov.za/publications/P0211/QLFS%20Trends%202008-2026Q2.xlsx
BUF,unemployment,Jan-Mar 2024,33.8,https://www.statssa.gov.za/publications/P0211/QLFS%20Trends%202008-2026Q2.xlsx
BUF,unemployment,Apr-Jun 2024,33.7,https://www.statssa.gov.za/publications/P0211/QLFS%20Trends%202008-2026Q2.xlsx
BUF,unemployment,Jul-Sep 2024,30.1,https://www.statssa.gov.za/publications/P0211/QLFS%20Trends%202008-2026Q2.xlsx
BUF,unemployment,Oct-Dec 2024,31.9,https://www.statssa.gov.za/publications/P0211/QLFS%20Trends%202008-2026Q2.xlsx
BUF,unemployment,Jan-Mar 2025,37.3,https://www.statssa.gov.za/publications/P0211/QLFS%20Trends%202008-2026Q2.xlsx
BUF,unemployment,Apr-Jun 2025,28.6,https://www.statssa.gov.za/publications/P0211/QLFS%20Trends%202008-2026Q2.xlsx
BUF,unemployment,Jul-Sep 2025,26.7,https://www.statssa.gov.za/publications/P0211/QLFS%20Trends%202008-2026Q2.xlsx
BUF,unemployment,Oct-Dec 2025,25.7,https://www.statssa.gov.za/publications/P0211/QLFS%20Trends%202008-2026Q2.xlsx
BUF,unemployment,Jan-Mar 2026,28.7,https://www.statssa.gov.za/publications/P0211/QLFS%20Trends%202008-2026Q2.xlsx
BUF,unemployment,Apr-Jun 2026,30.5,https://www.statssa.gov.za/publications/P0211/QLFS%20Trends%202008-2026Q2.xlsx
NMA,unemployment,Jan-Mar 2015,33.1,https://www.statssa.gov.za/publications/P0211/QLFS%20Trends%202008-2026Q2.xlsx
NMA,unemployment,Apr-Jun 2015,33.2,https://www.statssa.gov.za/publications/P0211/QLFS%20Trends%202008-2026Q2.xlsx
NMA,unemployment,Jul-Sep 2015,34.3,https://www.statssa.gov.za/publications/P0211/QLFS%20Trends%202008-2026Q2.xlsx
NMA,unemployment,Oct-Dec 2015,30.6,https://www.statssa.gov.za/publications/P0211/QLFS%20Trends%202008-2026Q2.xlsx
NMA,unemployment,Jan-Mar 2016,33.3,https://www.statssa.gov.za/publications/P0211/QLFS%20Trends%202008-2026Q2.xlsx
NMA,unemployment,Apr-Jun 2016,32.0,https://www.statssa.gov.za/publications/P0211/QLFS%20Trends%202008-2026Q2.xlsx
NMA,unemployment,Jul-Sep 2016,31.8,https://www.statssa.gov.za/publications/P0211/QLFS%20Trends%202008-2026Q2.xlsx
NMA,unemployment,Oct-Dec 2016,29.6,https://www.statssa.gov.za/publications/P0211/QLFS%20Trends%202008-2026Q2.xlsx
NMA,unemployment,Jan-Mar 2017,30.2,https://www.statssa.gov.za/publications/P0211/QLFS%20Trends%202008-2026Q2.xlsx
NMA,unemployment,Apr-Jun 2017,34.5,https://www.statssa.gov.za/publications/P0211/QLFS%20Trends%202008-2026Q2.xlsx
NMA,unemployment,Jul-Sep 2017,36.0,https://www.statssa.gov.za/publications/P0211/QLFS%20Trends%202008-2026Q2.xlsx
NMA,unemployment,Oct-Dec 2017,36.9,https://www.statssa.gov.za/publications/P0211/QLFS%20Trends%202008-2026Q2.xlsx
NMA,unemployment,Jan-Mar 2018,36.3,https://www.statssa.gov.za/publications/P0211/QLFS%20Trends%202008-2026Q2.xlsx
NMA,unemployment,Apr-Jun 2018,35.0,https://www.statssa.gov.za/publications/P0211/QLFS%20Trends%202008-2026Q2.xlsx
NMA,unemployment,Jul-Sep 2018,36.4,https://www.statssa.gov.za/publications/P0211/QLFS%20Trends%202008-2026Q2.xlsx
NMA,unemployment,Oct-Dec 2018,35.9,https://www.statssa.gov.za/publications/P0211/QLFS%20Trends%202008-2026Q2.xlsx
NMA,unemployment,Jan-Mar 2019,38.2,https://www.statssa.gov.za/publications/P0211/QLFS%20Trends%202008-2026Q2.xlsx
NMA,unemployment,Apr-Jun 2019,36.4,https://www.statssa.gov.za/publications/P0211/QLFS%20Trends%202008-2026Q2.xlsx
NMA,unemployment,Jul-Sep 2019,34.9,https://www.statssa.gov.za/publications/P0211/QLFS%20Trends%202008-2026Q2.xlsx
NMA,unemployment,Oct-Dec 2019,34.1,https://www.statssa.gov.za/publications/P0211/QLFS%20Trends%202008-2026Q2.xlsx
NMA,unemployment,Jan-Mar 2020,35.8,https://www.statssa.gov.za/publications/P0211/QLFS%20Trends%202008-2026Q2.xlsx
NMA,unemployment,Apr-Jun 2020,40.4,https://www.statssa.gov.za/publications/P0211/QLFS%20Trends%202008-2026Q2.xlsx
NMA,unemployment,Jul-Sep 2020,40.5,https://www.statssa.gov.za/publications/P0211/QLFS%20Trends%202008-2026Q2.xlsx
NMA,unemployment,Oct-Dec 2020,42.3,https://www.statssa.gov.za/publications/P0211/QLFS%20Trends%202008-2026Q2.xlsx
NMA,unemployment,Jan-Mar 2021,39.2,https://www.statssa.gov.za/publications/P0211/QLFS%20Trends%202008-2026Q2.xlsx
NMA,unemployment,Apr-Jun 2021,39.8,https://www.statssa.gov.za/publications/P0211/QLFS%20Trends%202008-2026Q2.xlsx
NMA,unemployment,Jul-Sep 2021,40.7,https://www.statssa.gov.za/publications/P0211/QLFS%20Trends%202008-2026Q2.xlsx
NMA,unemployment,Jan-Mar 2022,36.4,https://www.statssa.gov.za/publications/P0211/QLFS%20Trends%202008-2026Q2.xlsx
NMA,unemployment,Apr-Jun 2022,34.7,https://www.statssa.gov.za/publications/P0211/QLFS%20Trends%202008-2026Q2.xlsx
NMA,unemployment,Jul-Sep 2022,33.6,https://www.statssa.gov.za/publications/P0211/QLFS%20Trends%202008-2026Q2.xlsx
NMA,unemployment,Oct-Dec 2022,34.4,https://www.statssa.gov.za/publications/P0211/QLFS%20Trends%202008-2026Q2.xlsx
NMA,unemployment,Jan-Mar 2023,33.9,https://www.statssa.gov.za/publications/P0211/QLFS%20Trends%202008-2026Q2.xlsx
NMA,unemployment,Apr-Jun 2023,32.0,https://www.statssa.gov.za/publications/P0211/QLFS%20Trends%202008-2026Q2.xlsx
NMA,unemployment,Jul-Sep 2023,32.0,https://www.statssa.gov.za/publications/P0211/QLFS%20Trends%202008-2026Q2.xlsx
NMA,unemployment,Oct-Dec 2023,33.9,https://www.statssa.gov.za/publications/P0211/QLFS%20Trends%202008-2026Q2.xlsx
NMA,unemployment,Jan-Mar 2024,32.4,https://www.statssa.gov.za/publications/P0211/QLFS%20Trends%202008-2026Q2.xlsx
NMA,unemployment,Apr-Jun 2024,30.9,https://www.statssa.gov.za/publications/P0211/QLFS%20Trends%202008-2026Q2.xlsx
NMA,unemployment,Jul-Sep 2024,24.5,https://www.statssa.gov.za/publications/P0211/QLFS%20Trends%202008-2026Q2.xlsx
NMA,unemployment,Oct-Dec 2024,21.8,https://www.statssa.gov.za/publications/P0211/QLFS%20Trends%202008-2026Q2.xlsx
NMA,unemployment,Jan-Mar 2025,22.3,https://www.statssa.gov.za/publications/P0211/QLFS%20Trends%202008-2026Q2.xlsx
NMA,unemployment,Apr-Jun 2025,26.4,https://www.statssa.gov.za/publications/P0211/QLFS%20Trends%202008-2026Q2.xlsx
NMA,unemployment,Jul-Sep 2025,27.1,https://www.statssa.gov.za/publications/P0211/QLFS%20Trends%202008-2026Q2.xlsx
NMA,unemployment,Oct-Dec 2025,28.2,https://www.statssa.gov.za/publications/P0211/QLFS%20Trends%202008-2026Q2.xlsx
NMA,unemployment,Jan-Mar 2026,29.8,https://www.statssa.gov.za/publications/P0211/QLFS%20Trends%202008-2026Q2.xlsx
NMA,unemployment,Apr-Jun 2026,33.1,https://www.statssa.gov.za/publications/P0211/QLFS%20Trends%202008-2026Q2.xlsx
NC,unemployment,Jan-Mar 2008,24.4,https://www.statssa.gov.za/publications/P0211/QLFS%20Trends%202008-2026Q2.xlsx
NC,unemployment,Apr-Jun 2008,23.8,https://www.statssa.gov.za/publications/P0211/QLFS%20Trends%202008-2026Q2.xlsx
NC,unemployment,Jul-Sep 2008,22.0,https://www.statssa.gov.za/publications/P0211/QLFS%20Trends%202008-2026Q2.xlsx
NC,unemployment,Oct-Dec 2008,21.2,https://www.statssa.gov.za/publications/P0211/QLFS%20Trends%202008-2026Q2.xlsx
NC,unemployment,Jan-Mar 2009,26.9,https://www.statssa.gov.za/publications/P0211/QLFS%20Trends%202008-2026Q2.xlsx
NC,unemployment,Apr-Jun 2009,25.7,https://www.statssa.gov.za/publications/P0211/QLFS%20Trends%202008-2026Q2.xlsx
NC,unemployment,Jul-Sep 2009,29.3,https://www.statssa.gov.za/publications/P0211/QLFS%20Trends%202008-2026Q2.xlsx
NC,unemployment,Oct-Dec 2009,24.5,https://www.statssa.gov.za/publications/P0211/QLFS%20Trends%202008-2026Q2.xlsx
NC,unemployment,Jan-Mar 2010,27.2,https://www.statssa.gov.za/publications/P0211/QLFS%20Trends%202008-2026Q2.xlsx
NC,unemployment,Apr-Jun 2010,29.0,https://www.statssa.gov.za/publications/P0211/QLFS%20Trends%202008-2026Q2.xlsx
NC,unemployment,Jul-Sep 2010,25.3,https://www.statssa.gov.za/publications/P0211/QLFS%20Trends%202008-2026Q2.xlsx
NC,unemployment,Oct-Dec 2010,24.3,https://www.statssa.gov.za/publications/P0211/QLFS%20Trends%202008-2026Q2.xlsx
NC,unemployment,Jan-Mar 2011,31.1,https://www.statssa.gov.za/publications/P0211/QLFS%20Trends%202008-2026Q2.xlsx
NC,unemployment,Apr-Jun 2011,28.4,https://www.statssa.gov.za/publications/P0211/QLFS%20Trends%202008-2026Q2.xlsx
NC,unemployment,Jul-Sep 2011,28.0,https://www.statssa.gov.za/publications/P0211/QLFS%20Trends%202008-2026Q2.xlsx
NC,unemployment,Oct-Dec 2011,26.4,https://www.statssa.gov.za/publications/P0211/QLFS%20Trends%202008-2026Q2.xlsx
NC,unemployment,Jan-Mar 2012,25.3,https://www.statssa.gov.za/publications/P0211/QLFS%20Trends%202008-2026Q2.xlsx
NC,unemployment,Apr-Jun 2012,29.9,https://www.statssa.gov.za/publications/P0211/QLFS%20Trends%202008-2026Q2.xlsx
NC,unemployment,Jul-Sep 2012,29.6,https://www.statssa.gov.za/publications/P0211/QLFS%20Trends%202008-2026Q2.xlsx
NC,unemployment,Oct-Dec 2012,28.3,https://www.statssa.gov.za/publications/P0211/QLFS%20Trends%202008-2026Q2.xlsx
NC,unemployment,Jan-Mar 2013,29.3,https://www.statssa.gov.za/publications/P0211/QLFS%20Trends%202008-2026Q2.xlsx
NC,unemployment,Apr-Jun 2013,29.5,https://www.statssa.gov.za/publications/P0211/QLFS%20Trends%202008-2026Q2.xlsx
NC,unemployment,Jul-Sep 2013,27.9,https://www.statssa.gov.za/publications/P0211/QLFS%20Trends%202008-2026Q2.xlsx
NC,unemployment,Oct-Dec 2013,24.9,https://www.statssa.gov.za/publications/P0211/QLFS%20Trends%202008-2026Q2.xlsx
NC,unemployment,Jan-Mar 2014,29.0,https://www.statssa.gov.za/publications/P0211/QLFS%20Trends%202008-2026Q2.xlsx
NC,unemployment,Apr-Jun 2014,32.3,https://www.statssa.gov.za/publications/P0211/QLFS%20Trends%202008-2026Q2.xlsx
NC,unemployment,Jul-Sep 2014,29.7,https://www.statssa.gov.za/publications/P0211/QLFS%20Trends%202008-2026Q2.xlsx
NC,unemployment,Oct-Dec 2014,28.7,https://www.statssa.gov.za/publications/P0211/QLFS%20Trends%202008-2026Q2.xlsx
NC,unemployment,Jan-Mar 2015,34.1,https://www.statssa.gov.za/publications/P0211/QLFS%20Trends%202008-2026Q2.xlsx
NC,unemployment,Apr-Jun 2015,32.7,https://www.statssa.gov.za/publications/P0211/QLFS%20Trends%202008-2026Q2.xlsx
NC,unemployment,Jul-Sep 2015,34.8,https://www.statssa.gov.za/publications/P0211/QLFS%20Trends%202008-2026Q2.xlsx
NC,unemployment,Oct-Dec 2015,25.8,https://www.statssa.gov.za/publications/P0211/QLFS%20Trends%202008-2026Q2.xlsx
NC,unemployment,Jan-Mar 2016,27.8,https://www.statssa.gov.za/publications/P0211/QLFS%20Trends%202008-2026Q2.xlsx
NC,unemployment,Apr-Jun 2016,27.4,https://www.statssa.gov.za/publications/P0211/QLFS%20Trends%202008-2026Q2.xlsx
NC,unemployment,Jul-Sep 2016,29.6,https://www.statssa.gov.za/publications/P0211/QLFS%20Trends%202008-2026Q2.xlsx
NC,unemployment,Oct-Dec 2016,32.0,https://www.statssa.gov.za/publications/P0211/QLFS%20Trends%202008-2026Q2.xlsx
NC,unemployment,Jan-Mar 2017,30.7,https://www.statssa.gov.za/publications/P0211/QLFS%20Trends%202008-2026Q2.xlsx
NC,unemployment,Apr-Jun 2017,30.5,https://www.statssa.gov.za/publications/P0211/QLFS%20Trends%202008-2026Q2.xlsx
NC,unemployment,Jul-Sep 2017,29.9,https://www.statssa.gov.za/publications/P0211/QLFS%20Trends%202008-2026Q2.xlsx
NC,unemployment,Oct-Dec 2017,27.1,https://www.statssa.gov.za/publications/P0211/QLFS%20Trends%202008-2026Q2.xlsx
