area,measure,period,value,source
MAN,unemployment,Jul-Sep 2017,31.9,https://www.statssa.gov.za/publications/P0211/QLFS%20Trends%202008-2026Q2.xlsx
MAN,unemployment,Oct-Dec 2017,29.0,https://www.statssa.gov.za/publications/P0211/QLFS%20Trends%202008-2026Q2.xlsx
MAN,unemployment,Jan-Mar 2018,29.9,https://www.statssa.gov.za/publications/P0211/QLFS%20Trends%202008-2026Q2.xlsx
MAN,unemployment,Apr-Jun 2018,31.4,https://www.statssa.gov.za/publications/P0211/QLFS%20Trends%202008-2026Q2.xlsx
MAN,unemployment,Jul-Sep 2018,31.8,https://www.statssa.gov.za/publications/P0211/QLFS%20Trends%202008-2026Q2.xlsx
MAN,unemployment,Oct-Dec 2018,29.7,https://www.statssa.gov.za/publications/P0211/QLFS%20Trends%202008-2026Q2.xlsx
MAN,unemployment,Jan-Mar 2019,32.2,https://www.statssa.gov.za/publications/P0211/QLFS%20Trends%202008-2026Q2.xlsx
MAN,unemployment,Apr-Jun 2019,29.9,https://www.statssa.gov.za/publications/P0211/QLFS%20Trends%202008-2026Q2.xlsx
MAN,unemployment,Jul-Sep 2019,30.2,https://www.statssa.gov.za/publications/P0211/QLFS%20Trends%202008-2026Q2.xlsx
MAN,unemployment,Oct-Dec 2019,30.3,https://www.statssa.gov.za/publications/P0211/QLFS%20Trends%202008-2026Q2.xlsx
MAN,unemployment,Jan-Mar 2020,32.5,https://www.statssa.gov.za/publications/P0211/QLFS%20Trends%202008-2026Q2.xlsx
MAN,unemployment,Apr-Jun 2020,22.2,https://www.statssa.gov.za/publications/P0211/QLFS%20Trends%202008-2026Q2.xlsx
MAN,unemployment,Jul-Sep 2020,37.6,https://www.statssa.gov.za/publications/P0211/QLFS%20Trends%202008-2026Q2.xlsx
MAN,unemployment,Oct-Dec 2020,26.2,https://www.statssa.gov.za/publications/P0211/QLFS%20Trends%202008-2026Q2.xlsx
MAN,unemployment,Jan-Mar 2021,24.6,https://www.statssa.gov.za/publications/P0211/QLFS%20Trends%202008-2026Q2.xlsx
MAN,unemployment,Apr-Jun 2021,23.0,https://www.statssa.gov.za/publications/P0211/QLFS%20Trends%202008-2026Q2.xlsx
MAN,unemployment,Jul-Sep 2021,29.3,https://www.statssa.gov.za/publications/P0211/QLFS%20Trends%202008-2026Q2.xlsx
MAN,unemployment,Jan-Mar 2022,21.9,https://www.statssa.gov.za/publications/P0211/QLFS%20Trends%202008-2026Q2.xlsx
MAN,unemployment,Apr-Jun 2022,20.3,https://www.statssa.gov.za/publications/P0211/QLFS%20Trends%202008-2026Q2.xlsx
MAN,unemployment,Jul-Sep 2022,26.5,https://www.statssa.gov.za/publications/P0211/QLFS%20Trends%202008-2026Q2.xlsx
MAN,unemployment,Oct-Dec 2022,32.0,https://www.statssa.gov.za/publications/P0211/QLFS%20Trends%202008-2026Q2.xlsx
MAN,unemployment,Jan-Mar 2023,31.7,https://www.statssa.gov.za/publications/P0211/QLFS%20Trends%202008-2026Q2.xlsx
MAN,unemployment,Apr-Jun 2023,32.7,https://www.statssa.gov.za/publications/P0211/QLFS%20Trends%202008-2026Q2.xlsx
MAN,unemployment,Jul-Sep 2023,34.4,https://www.statssa.gov.za/publications/P0211/QLFS%20Trends%202008-2026Q2.xlsx
MAN,unemployment,Oct-Dec 2023,33.5,https://www.statssa.gov.za/publications/P0211/QLFS%20Trends%202008-2026Q2.xlsx
MAN,unemployment,Jan-Mar 2024,30.1,https://www.statssa.gov.za/publications/P0211/QLFS%20Trends%202008-2026Q2.xlsx
MAN,unemployment,Apr-Jun 2024,30.5,https://www.statssa.gov.za/publications/P0211/QLFS%20Trends%202008-2026Q2.xlsx
MAN,unemployment,Jul-Sep 2024,27.5,https://www.statssa.gov.za/publications/P0211/QLFS%20Trends%202008-2026Q2.xlsx
MAN,unemployment,Oct-Dec 2024,28.2,https://www.statssa.gov.za/publications/P0211/QLFS%20Trends%202008-2026Q2.xlsx
MAN,unemployment,Jan-Mar 2025,30.2,https://www.statssa.gov.za/publications/P0211/QLFS%20Trends%202008-2026Q2.xlsx
MAN,unemployment,Apr-Jun 2025,31.5,https://www.statssa.gov.za/publications/P0211/QLFS%20Trends%202008-2026Q2.xlsx
MAN,unemployment,Jul-Sep 2025,27.8,https://www.statssa.gov.za/publications/P0211/QLFS%20Trends%202008-2026Q2.xlsx
MAN,unemployment,Oct-Dec 2025,33.5,https://www.statssa.gov.za/publications/P0211/QLFS%20Trends%202008-2026Q2.xlsx
MAN,unemployment,Jan-Mar 2026,30.3,https://www.statssa.gov.za/publications/P0211/QLFS%20Trends%202008-2026Q2.xlsx
MAN,unemployment,Apr-Jun 2026,33.0,https://www.statssa.gov.za/publications/P0211/QLFS%20Trends%202008-2026Q2.xlsx
KZN,unemployment,Jan-Mar 2008,22.5,https://www.statssa.gov.za/publications/P0211/QLFS%20Trends%202008-2026Q2.xlsx
KZN,unemployment,Apr-Jun 2008,21.9,https://www.statssa.gov.za/publications/P0211/QLFS%20Trends%202008-2026Q2.xlsx
KZN,unemployment,Jul-Sep 2008,21.7,https://www.statssa.gov.za/publications/P0211/QLFS%20Trends%202008-2026Q2.xlsx
KZN,unemployment,Oct-Dec 2008,20.5,https://www.statssa.gov.za/publications/P0211/QLFS%20Trends%202008-2026Q2.xlsx
KZN,unemployment,Jan-Mar 2009,22.1,https://www.statssa.gov.za/publications/P0211/QLFS%20Trends%202008-2026Q2.xlsx
KZN,unemployment,Apr-Jun 2009,18.9,https://www.statssa.gov.za/publications/P0211/QLFS%20Trends%202008-2026Q2.xlsx
KZN,unemployment,Jul-Sep 2009,18.3,https://www.statssa.gov.za/publications/P0211/QLFS%20Trends%202008-2026Q2.xlsx
KZN,unemployment,Oct-Dec 2009,19.0,https://www.statssa.gov.za/publications/P0211/QLFS%20Trends%202008-2026Q2.xlsx
KZN,unemployment,Jan-Mar 2010,19.1,https://www.statssa.gov.za/publications/P0211/QLFS%20Trends%202008-2026Q2.xlsx
KZN,unemployment,Apr-Jun 2010,20.6,https://www.statssa.gov.za/publications/P0211/QLFS%20Trends%202008-2026Q2.xlsx
KZN,unemployment,Jul-Sep 2010,19.5,https://www.statssa.gov.za/publications/P0211/QLFS%20Trends%202008-2026Q2.xlsx
KZN,unemployment,Oct-Dec 2010,19.4,https://www.statssa.gov.za/publications/P0211/QLFS%20Trends%202008-2026Q2.xlsx
KZN,unemployment,Jan-Mar 2011,19.8,https://www.statssa.gov.za/publications/P0211/QLFS%20Trends%202008-2026Q2.xlsx
KZN,unemployment,Apr-Jun 2011,20.0,https://www.statssa.gov.za/publications/P0211/QLFS%20Trends%202008-2026Q2.xlsx
KZN,unemployment,Jul-Sep 2011,18.7,https://www.statssa.gov.za/publications/P0211/QLFS%20Trends%202008-2026Q2.xlsx
KZN,unemployment,Oct-Dec 2011,18.8,https://www.statssa.gov.za/publications/P0211/QLFS%20Trends%202008-2026Q2.xlsx
KZN,unemployment,Jan-Mar 2012,20.0,https://www.statssa.gov.za/publications/P0211/QLFS%20Trends%202008-2026Q2.xlsx
KZN,unemployment,Apr-Jun 2012,19.3,https://www.statssa.gov.za/publications/P0211/QLFS%20Trends%202008-2026Q2.xlsx
KZN,unemployment,Jul-Sep 2012,20.6,https://www.statssa.gov.za/publications/P0211/QLFS%20Trends%202008-2026Q2.xlsx
KZN,unemployment,Oct-Dec 2012,21.9,https://www.statssa.gov.za/publications/P0211/QLFS%20Trends%202008-2026Q2.xlsx
KZN,unemployment,Jan-Mar 2013,20.5,https://www.statssa.gov.za/publications/P0211/QLFS%20Trends%202008-2026Q2.xlsx
KZN,unemployment,Apr-Jun 2013,22.2,https://www.statssa.gov.za/publications/P0211/QLFS%20Trends%202008-2026Q2.xlsx
KZN,unemployment,Jul-Sep 2013,20.6,https://www.statssa.gov.za/publications/P0211/QLFS%20Trends%202008-2026Q2.xlsx
KZN,unemployment,Oct-Dec 2013,19.9,https://www.statssa.gov.za/publications/P0211/QLFS%20Trends%202008-2026Q2.xlsx
KZN,unemployment,Jan-Mar 2014,20.7,https://www.statssa.gov.za/publications/P0211/QLFS%20Trends%202008-2026Q2.xlsx
KZN,unemployment,Apr-Jun 2014,23.7,https://www.statssa.gov.za/publications/P0211/QLFS%20Trends%202008-2026Q2.xlsx
KZN,unemployment,Jul-Sep 2014,24.1,https://www.statssa.gov.za/publications/P0211/QLFS%20Trends%202008-2026Q2.xlsx
KZN,unemployment,Oct-Dec 2014,20.8,https://www.statssa.gov.za/publications/P0211/QLFS%20Trends%202008-2026Q2.xlsx
KZN,unemployment,Jan-Mar 2015,23.6,https://www.statssa.gov.za/publications/P0211/QLFS%20Trends%202008-2026Q2.xlsx
KZN,unemployment,Apr-Jun 2015,20.4,https://www.statssa.gov.za/publications/P0211/QLFS%20Trends%202008-2026Q2.xlsx
KZN,unemployment,Jul-Sep 2015,20.5,https://www.statssa.gov.za/publications/P0211/QLFS%20Trends%202008-2026Q2.xlsx
KZN,unemployment,Oct-Dec 2015,20.5,https://www.statssa.gov.za/publications/P0211/QLFS%20Trends%202008-2026Q2.xlsx
KZN,unemployment,Jan-Mar 2016,23.1,https://www.statssa.gov.za/publications/P0211/QLFS%20Trends%202008-2026Q2.xlsx
KZN,unemployment,Apr-Jun 2016,22.6,https://www.statssa.gov.za/publications/P0211/QLFS%20Trends%202008-2026Q2.xlsx
KZN,unemployment,Jul-Sep 2016,23.5,https://www.statssa.gov.za/publications/P0211/QLFS%20Trends%202008-2026Q2.xlsx
KZN,unemployment,Oct-Dec 2016,23.9,https://www.statssa.gov.za/publications/P0211/QLFS%20Trends%202008-2026Q2.xlsx
KZN,unemployment,Jan-Mar 2017,25.8,https://www.statssa.gov.za/publications/P0211/QLFS%20Trends%202008-2026Q2.xlsx
KZN,unemployment,Apr-Jun 2017,24.0,https://www.statssa.gov.za/publications/P0211/QLFS%20Trends%202008-2026Q2.xlsx
KZN,unemployment,Jul-Sep 2017,24.6,https://www.statssa.gov.za/publications/P0211/QLFS%20Trends%202008-2026Q2.xlsx
KZN,unemployment,Oct-Dec 2017,24.1,https://www.statssa.gov.za/publications/P0211/QLFS%20Trends%202008-2026Q2.xlsx
KZN,unemployment,Jan-Mar 2018,22.3,https://www.statssa.gov.za/publications/P0211/QLFS%20Trends%202008-2026Q2.xlsx
KZN,unemployment,Apr-Jun 2018,21.8,https://www.statssa.gov.za/publications/P0211/QLFS%20Trends%202008-2026Q2.xlsx
KZN,unemployment,Jul-Sep 2018,23.0,https://www.statssa.gov.za/publications/P0211/QLFS%20Trends%202008-2026Q2.xlsx
KZN,unemployment,Oct-Dec 2018,25.6,https://www.statssa.gov.za/publications/P0211/QLFS%20Trends%202008-2026Q2.xlsx
KZN,unemployment,Jan-Mar 2019,25.1,https://www.statssa.gov.za/publications/P0211/QLFS%20Trends%202008-2026Q2.xlsx
KZN,unemployment,Apr-Jun 2019,26.1,https://www.statssa.gov.za/publications/P0211/QLFS%20Trends%202008-2026Q2.xlsx
KZN,unemployment,Jul-Sep 2019,25.9,https://www.statssa.gov.za/publications/P0211/QLFS%20Trends%202008-2026Q2.xlsx
KZN,unemployment,Oct-Dec 2019,25.0,https://www.statssa.gov.za/publications/P0211/QLFS%20Trends%202008-2026Q2.xlsx
KZN,unemployment,Jan-Mar 2020,26.9,https://www.statssa.gov.za/publications/P0211/QLFS%20Trends%202008-2026Q2.xlsx
KZN,unemployment,Apr-Jun 2020,18.9,https://www.statssa.gov.za/publications/P0211/QLFS%20Trends%202008-2026Q2.xlsx
KZN,unemployment,Jul-Sep 2020,26.4,https://www.statssa.gov.za/publications/P0211/QLFS%20Trends%202008-2026Q2.xlsx
KZN,unemployment,Oct-Dec 2020,29.6,https://www.statssa.gov.za/publications/P0211/QLFS%20Trends%202008-2026Q2.xlsx
KZN,unemployment,Jan-Mar 2021,30.5,https://www.statssa.gov.za/publications/P0211/QLFS%20Trends%202008-2026Q2.xlsx
KZN,unemployment,Apr-Jun 2021,32.5,https://www.statssa.gov.za/publications/P0211/QLFS%20Trends%202008-2026Q2.xlsx
KZN,unemployment,Jul-Sep 2021,28.7,https://www.statssa.gov.za/publications/P0211/QLFS%20Trends%202008-2026Q2.xlsx
KZN,unemployment,Oct-Dec 2021,32.4,https://www.statssa.gov.za/publications/P0211/QLFS%20Trends%202008-2026Q2.xlsx
KZN,unemployment,Jan-Mar 2022,33.2,https://www.statssa.gov.za/publications/P0211/QLFS%20Trends%202008-2026Q2.xlsx
KZN,unemployment,Apr-Jun 2022,32.7,https://www.statssa.gov.za/publications/P0211/QLFS%20Trends%202008-2026Q2.xlsx
KZN,unemployment,Jul-Sep 2022,30.6,https://www.statssa.gov.za/publications/P0211/QLFS%20Trends%202008-2026Q2.xlsx
KZN,unemployment,Oct-Dec 2022,31.4,https://www.statssa.gov.za/publications/P0211/QLFS%20Trends%202008-2026Q2.xlsx
KZN,unemployment,Jan-Mar 2023,30.9,https://www.statssa.gov.za/publications/P0211/QLFS%20Trends%202008-2026Q2.xlsx
KZN,unemployment,Apr-Jun 2023,31.0,https://www.statssa.gov.za/publications/P0211/QLFS%20Trends%202008-2026Q2.xlsx
KZN,unemployment,Jul-Sep 2023,29.4,https://www.statssa.gov.za/publications/P0211/QLFS%20Trends%202008-2026Q2.xlsx
KZN,unemployment,Oct-Dec 2023,29.5,https://www.statssa.gov.za/publications/P0211/QLFS%20Trends%202008-2026Q2.xlsx
KZN,unemployment,Jan-Mar 2024,29.9,https://www.statssa.gov.za/publications/P0211/QLFS%20Trends%202008-2026Q2.xlsx
KZN,unemployment,Apr-Jun 2024,31.1,https://www.statssa.gov.za/publications/P0211/QLFS%20Trends%202008-2026Q2.xlsx
KZN,unemployment,Jul-Sep 2024,31.2,https://www.statssa.gov.za/publications/P0211/QLFS%20Trends%202008-2026Q2.xlsx
KZN,unemployment,Oct-Dec 2024,28.6,https://www.statssa.gov.za/publications/P0211/QLFS%20Trends%202008-2026Q2.xlsx
KZN,unemployment,Jan-Mar 2025,32.3,https://www.statssa.gov.za/publications/P0211/QLFS%20Trends%202008-2026Q2.xlsx
KZN,unemployment,Apr-Jun 2025,33.4,https://www.statssa.gov.za/publications/P0211/QLFS%20Trends%202008-2026Q2.xlsx
KZN,unemployment,Jul-Sep 2025,31.7,https://www.statssa.gov.za/publications/P0211/QLFS%20Trends%202008-2026Q2.xlsx
KZN,unemployment,Oct-Dec 2025,32.3,https://www.statssa.gov.za/publications/P0211/QLFS%20Trends%202008-2026Q2.xlsx
KZN,unemployment,Jan-Mar 2026,31.2,https://www.statssa.gov.za/publications/P0211/QLFS%20Trends%202008-2026Q2.xlsx
KZN,unemployment,Apr-Jun 2026,32.5,https://www.statssa.gov.za/publications/P0211/QLFS%20Trends%202008-2026Q2.xlsx
ETH,unemployment,Jan-Mar 2015,19.6,https://www.statssa.gov.za/publications/P0211/QLFS%20Trends%202008-2026Q2.xlsx
ETH,unemployment,Apr-Jun 2015,16.5,https://www.statssa.gov.za/publications/P0211/QLFS%20Trends%202008-2026Q2.xlsx
ETH,unemployment,Jul-Sep 2015,15.7,https://www.statssa.gov.za/publications/P0211/QLFS%20Trends%202008-2026Q2.xlsx
ETH,unemployment,Oct-Dec 2015,15.9,https://www.statssa.gov.za/publications/P0211/QLFS%20Trends%202008-2026Q2.xlsx
ETH,unemployment,Jan-Mar 2016,18.9,https://www.statssa.gov.za/publications/P0211/QLFS%20Trends%202008-2026Q2.xlsx
ETH,unemployment,Apr-Jun 2016,19.7,https://www.statssa.gov.za/publications/P0211/QLFS%20Trends%202008-2026Q2.xlsx
ETH,unemployment,Jul-Sep 2016,20.2,https://www.statssa.gov.za/publications/P0211/QLFS%20Trends%202008-2026Q2.xlsx
ETH,unemployment,Oct-Dec 2016,22.0,https://www.statssa.gov.za/publications/P0211/QLFS%20Trends%202008-2026Q2.xlsx
ETH,unemployment,Jan-Mar 2017,21.8,https://www.statssa.gov.za/publications/P0211/QLFS%20Trends%202008-2026Q2.xlsx
ETH,unemployment,Apr-Jun 2017,21.8,https://www.statssa.gov.za/publications/P0211/QLFS%20Trends%202008-2026Q2.xlsx
ETH,unemployment,Jul-Sep 2017,23.3,https://www.statssa.gov.za/publications/P0211/QLFS%20Trends%202008-2026Q2.xlsx
ETH,unemployment,Oct-Dec 2017,21.9,https://www.statssa.gov.za/publications/P0211/QLFS%20Trends%202008-2026Q2.xlsx
ETH,unemployment,Jan-Mar 2018,20.3,https://www.statssa.gov.za/publications/P0211/QLFS%20Trends%202008-2026Q2.xlsx
ETH,unemployment,Apr-Jun 2018,19.3,https://www.statssa.gov.za/publications/P0211/QLFS%20Trends%202008-2026Q2.xlsx
ETH,unemployment,Jul-Sep 2018,18.2,https://www.statssa.gov.za/publications/P0211/QLFS%20Trends%202008-2026Q2.xlsx
ETH,unemployment,Oct-Dec 2018,21.8,https://www.statssa.gov.za/publications/P0211/QLFS%20Trends%202008-2026Q2.xlsx
ETH,unemployment,Jan-Mar 2019,23.0,https://www.statssa.gov.za/publications/P0211/QLFS%20Trends%202008-2026Q2.xlsx
ETH,unemployment,Apr-Jun 2019,21.9,https://www.statssa.gov.za/publications/P0211/QLFS%20Trends%202008-2026Q2.xlsx
ETH,unemployment,Jul-Sep 2019,21.5,https://www.statssa.gov.za/publications/P0211/QLFS%20Trends%202008-2026Q2.xlsx
ETH,unemployment,Oct-Dec 2019,20.9,https://www.statssa.gov.za/publications/P0211/QLFS%20Trends%202008-2026Q2.xlsx
ETH,unemployment,Jan-Mar 2020,22.1,https://www.statssa.gov.za/publications/P0211/QLFS%20Trends%202008-2026Q2.xlsx
ETH,unemployment,Apr-Jun 2020,8.2,https://www.statssa.gov.za/publications/P0211/QLFS%20Trends%202008-2026Q2.xlsx
ETH,unemployment,Jul-Sep 2020,14.0,https://www.statssa.gov.za/publications/P0211/QLFS%20Trends%202008-2026Q2.xlsx
ETH,unemployment,Oct-Dec 2020,20.6,https://www.statssa.gov.za/publications/P0211/QLFS%20Trends%202008-2026Q2.xlsx
ETH,unemployment,Jan-Mar 2021,20.6,https://www.statssa.gov.za/publications/P0211/QLFS%20Trends%202008-2026Q2.xlsx
ETH,unemployment,Apr-Jun 2021,26.0,https://www.statssa.gov.za/publications/P0211/QLFS%20Trends%202008-2026Q2.xlsx
ETH,unemployment,Jul-Sep 2021,21.8,https://www.statssa.gov.za/publications/P0211/QLFS%20Trends%202008-2026Q2.xlsx
ETH,unemployment,Jan-Mar 2022,28.4,https://www.statssa.gov.za/publications/P0211/QLFS%20Trends%202008-2026Q2.xlsx
ETH,unemployment,Apr-Jun 2022,22.5,https://www.statssa.gov.za/publications/P0211/QLFS%20Trends%202008-2026Q2.xlsx
ETH,unemployment,Jul-Sep 2022,21.8,https://www.statssa.gov.za/publications/P0211/QLFS%20Trends%202008-2026Q2.xlsx
ETH,unemployment,Oct-Dec 2022,17.6,https://www.statssa.gov.za/publications/P0211/QLFS%20Trends%202008-2026Q2.xlsx
ETH,unemployment,Jan-Mar 2023,19.4,https://www.statssa.gov.za/publications/P0211/QLFS%20Trends%202008-2026Q2.xlsx
ETH,unemployment,Apr-Jun 2023,20.7,https://www.statssa.gov.za/publications/P0211/QLFS%20Trends%202008-2026Q2.xlsx
ETH,unemployment,Jul-Sep 2023,22.5,https://www.statssa.gov.za/publications/P0211/QLFS%20Trends%202008-2026Q2.xlsx
ETH,unemployment,Oct-Dec 2023,22.1,https://www.statssa.gov.za/publications/P0211/QLFS%20Trends%202008-2026Q2.xlsx
ETH,unemployment,Jan-Mar 2024,22.0,https://www.statssa.gov.za/publications/P0211/QLFS%20Trends%202008-2026Q2.xlsx
ETH,unemployment,Apr-Jun 2024,23.0,https://www.statssa.gov.za/publications/P0211/QLFS%20Trends%202008-2026Q2.xlsx
ETH,unemployment,Jul-Sep 2024,20.6,https://www.statssa.gov.za/publications/P0211/QLFS%20Trends%202008-2026Q2.xlsx
ETH,unemployment,Oct-Dec 2024,17.1,https://www.statssa.gov.za/publications/P0211/QLFS%20Trends%202008-2026Q2.xlsx
ETH,unemployment,Jan-Mar 2025,21.4,https://www.statssa.gov.za/publications/P0211/QLFS%20Trends%202008-2026Q2.xlsx
ETH,unemployment,Apr-Jun 2025,26.8,https://www.statssa.gov.za/publications/P0211/QLFS%20Trends%202008-2026Q2.xlsx
ETH,unemployment,Jul-Sep 2025,27.8,https://www.statssa.gov.za/publications/P0211/QLFS%20Trends%202008-2026Q2.xlsx
ETH,unemployment,Oct-Dec 2025,24.1,https://www.statssa.gov.za/publications/P0211/QLFS%20Trends%202008-2026Q2.xlsx
ETH,unemployment,Jan-Mar 2026,22.3,https://www.statssa.gov.za/publications/P0211/QLFS%20Trends%202008-2026Q2.xlsx
ETH,unemployment,Apr-Jun 2026,21.2,https://www.statssa.gov.za/publications/P0211/QLFS%20Trends%202008-2026Q2.xlsx
NW,unemployment,Jan-Mar 2008,22.0,https://www.statssa.gov.za/publications/P0211/QLFS%20Trends%202008-2026Q2.xlsx
NW,unemployment,Apr-Jun 2008,22.7,https://www.statssa.gov.za/publications/P0211/QLFS%20Trends%202008-2026Q2.xlsx
NW,unemployment,Jul-Sep 2008,26.7,https://www.statssa.gov.za/publications/P0211/QLFS%20Trends%202008-2026Q2.xlsx
NW,unemployment,Oct-Dec 2008,25.7,https://www.statssa.gov.za/publications/P0211/QLFS%20Trends%202008-2026Q2.xlsx
NW,unemployment,Jan-Mar 2009,26.8,https://www.statssa.gov.za/publications/P0211/QLFS%20Trends%202008-2026Q2.xlsx
NW,unemployment,Apr-Jun 2009,27.4,https://www.statssa.gov.za/publications/P0211/QLFS%20Trends%202008-2026Q2.xlsx
NW,unemployment,Jul-Sep 2009,27.8,https://www.statssa.gov.za/publications/P0211/QLFS%20Trends%202008-2026Q2.xlsx
NW,unemployment,Oct-Dec 2009,26.9,https://www.statssa.gov.za/publications/P0211/QLFS%20Trends%202008-2026Q2.xlsx
NW,unemployment,Jan-Mar 2010,26.1,https://www.statssa.gov.za/publications/P0211/QLFS%20Trends%202008-2026Q2.xlsx
NW,unemployment,Apr-Jun 2010,27.8,https://www.statssa.gov.za/publications/P0211/QLFS%20Trends%202008-2026Q2.xlsx
NW,unemployment,Jul-Sep 2010,27.7,https://www.statssa.gov.za/publications/P0211/QLFS%20Trends%202008-2026Q2.xlsx
NW,unemployment,Oct-Dec 2010,24.2,https://www.statssa.gov.za/publications/P0211/QLFS%20Trends%202008-2026Q2.xlsx
NW,unemployment,Jan-Mar 2011,25.0,https://www.statssa.gov.za/publications/P0211/QLFS%20Trends%202008-2026Q2.xlsx
NW,unemployment,Apr-Jun 2011,27.1,https://www.statssa.gov.za/publications/P0211/QLFS%20Trends%202008-2026Q2.xlsx
NW,unemployment,Jul-Sep 2011,28.5,https://www.statssa.gov.za/publications/P0211/QLFS%20Trends%202008-2026Q2.xlsx
NW,unemployment,Oct-Dec 2011,24.3,https://www.statssa.gov.za/publications/P0211/QLFS%20Trends%202008-2026Q2.xlsx
NW,unemployment,Jan-Mar 2012,26.1,https://www.statssa.gov.za/publications/P0211/QLFS%20Trends%202008-2026Q2.xlsx
NW,unemployment,Apr-Jun 2012,26.2,https://www.statssa.gov.za/publications/P0211/QLFS%20Trends%202008-2026Q2.xlsx
NW,unemployment,Jul-Sep 2012,24.9,https://www.statssa.gov.za/publications/P0211/QLFS%20Trends%202008-2026Q2.xlsx
NW,unemployment,Oct-Dec 2012,23.2,https://www.statssa.gov.za/publications/P0211/QLFS%20Trends%202008-2026Q2.xlsx
NW,unemployment,Jan-Mar 2013,26.3,https://www.statssa.gov.za/publications/P0211/QLFS%20Trends%202008-2026Q2.xlsx
NW,unemployment,Apr-Jun 2013,26.7,https://www.statssa.gov.za/publications/P0211/QLFS%20Trends%202008-2026Q2.xlsx
NW,unemployment,Jul-Sep 2013,26.5,https://www.statssa.gov.za/publications/P0211/QLFS%20Trends%202008-2026Q2.xlsx
NW,unemployment,Oct-Dec 2013,27.3,https://www.statssa.gov.za/publications/P0211/QLFS%20Trends%202008-2026Q2.xlsx
NW,unemployment,Jan-Mar 2014,27.7,https://www.statssa.gov.za/publications/P0211/QLFS%20Trends%202008-2026Q2.xlsx
NW,unemployment,Apr-Jun 2014,26.0,https://www.statssa.gov.za/publications/P0211/QLFS%20Trends%202008-2026Q2.xlsx
NW,unemployment,Jul-Sep 2014,26.8,https://www.statssa.gov.za/publications/P0211/QLFS%20Trends%202008-2026Q2.xlsx
NW,unemployment,Oct-Dec 2014,25.2,https://www.statssa.gov.za/publications/P0211/QLFS%20Trends%202008-2026Q2.xlsx
NW,unemployment,Jan-Mar 2015,28.4,https://www.statssa.gov.za/publications/P0211/QLFS%20Trends%202008-2026Q2.xlsx
NW,unemployment,Apr-Jun 2015,25.2,https://www.statssa.gov.za/publications/P0211/QLFS%20Trends%202008-2026Q2.xlsx
NW,unemployment,Jul-Sep 2015,25.4,https://www.statssa.gov.za/publications/P0211/QLFS%20Trends%202008-2026Q2.xlsx
NW,unemployment,Oct-Dec 2015,23.9,https://www.statssa.gov.za/publications/P0211/QLFS%20Trends%202008-2026Q2.xlsx
NW,unemployment,Jan-Mar 2016,28.1,https://www.statssa.gov.za/publications/P0211/QLFS%20Trends%202008-2026Q2.xlsx
NW,unemployment,Apr-Jun 2016,27.3,https://www.statssa.gov.za/publications/P0211/QLFS%20Trends%202008-2026Q2.xlsx
NW,unemployment,Jul-Sep 2016,30.5,https://www.statssa.gov.za/publications/P0211/QLFS%20Trends%202008-2026Q2.xlsx
NW,unemployment,Oct-Dec 2016,26.5,https://www.statssa.gov.za/publications/P0211/QLFS%20Trends%202008-2026Q2.xlsx
NW,unemployment,Jan-Mar 2017,26.5,https://www.statssa.gov.za/publications/P0211/QLFS%20Trends%202008-2026Q2.xlsx
NW,unemployment,Apr-Jun 2017,27.2,https://www.statssa.gov.za/publications/P0211/QLFS%20Trends%202008-2026Q2.xlsx
NW,unemployment,Jul-Sep 2017,26.2,https://www.statssa.gov.za/publications/P0211/QLFS%20Trends%202008-2026Q2.xlsx
NW,unemployment,Oct-Dec 2017,23.9,https://www.statssa.gov.za/publications/P0211/QLFS%20Trends%202008-2026Q2.xlsx
NW,unemployment,Jan-Mar 2018,25.8,https://www.statssa.gov.za/publications/P0211/QLFS%20Trends%202008-2026Q2.xlsx
NW,unemployment,Apr-Jun 2018,26.1,https://www.statssa.gov.za/publications/P0211/QLFS%20Trends%202008-2026Q2.xlsx
NW,unemployment,Jul-Sep 2018,28.0,https://www.statssa.gov.za/publications/P0211/QLFS%20Trends%202008-2026Q2.xlsx
NW,unemployment,Oct-Dec 2018,26.6,https://www.statssa.gov.za/publications/P0211/QLFS%20Trends%202008-2026Q2.xlsx
NW,unemployment,Jan-Mar 2019,26.4,https://www.statssa.gov.za/publications/P0211/QLFS%20Trends%202008-2026Q2.xlsx
NW,unemployment,Apr-Jun 2019,33.0,https://www.statssa.gov.za/publications/P0211/QLFS%20Trends%202008-2026Q2.xlsx
NW,unemployment,Jul-Sep 2019,30.4,https://www.statssa.gov.za/publications/P0211/QLFS%20Trends%202008-2026Q2.xlsx
NW,unemployment,Oct-Dec 2019,28.8,https://www.statssa.gov.za/publications/P0211/QLFS%20Trends%202008-2026Q2.xlsx
NW,unemployment,Jan-Mar 2020,33.2,https://www.statssa.gov.za/publications/P0211/QLFS%20Trends%202008-2026Q2.xlsx
NW,unemployment,Apr-Jun 2020,21.6,https://www.statssa.gov.za/publications/P0211/QLFS%20Trends%202008-2026Q2.xlsx
NW,unemployment,Jul-Sep 2020,28.3,https://www.statssa.gov.za/publications/P0211/QLFS%20Trends%202008-2026Q2.xlsx
NW,unemployment,Oct-Dec 2020,33.3,https://www.statssa.gov.za/publications/P0211/QLFS%20Trends%202008-2026Q2.xlsx
